"tax_id","parent_id","rank","tax_name","root","below_root","superkingdom","below_superkingdom","phylum","class","below_class","below_below_class","subclass","below_subclass","order","family","genus","below_genus","species","below_species"
"49250","420267","family","Hemiaulaceae","1","131567","2759","33634","2836","589449","","","33837","","420267","49250","","","",""
"163514","163513","family","Leptocylindraceae","1","131567","2759","33634","2836","33836","","","420266","163513","","163514","","","",""
"210596","33854","family","Licmophoraceae","1","131567","2759","33634","2836","33853","33854","","","","","210596","","","",""
"49247","420271","family","Lithodesmiaceae","1","131567","2759","33634","2836","589449","","","420270","","420271","49247","","","",""
"425072","425074","family","Monodopsidaceae","1","131567","2759","33634","5747","","","","","","425074","425072","","","",""
"38749","38748","family","Phaeodactylaceae","1","131567","2759","33634","2836","33849","33850","","","","38748","38749","","","",""
"33845","33844","family","Rhizosoleniaceae","1","131567","2759","33634","2836","33836","33843","33844","","","","33845","","","",""
"33848","33847","family","Skeletonemataceae","1","131567","2759","33634","2836","33836","33846","","","","33847","33848","","","",""
"265582","38748","family","Stauroneidaceae","1","131567","2759","33634","2836","33849","33850","","","","38748","265582","","","",""
"1365474","33847","family","Stephanodiscaceae","1","131567","2759","33634","2836","33836","33846","","","","33847","1365474","","","",""
"33842","33841","family","Stephanopyxidaceae","1","131567","2759","33634","2836","33836","33840","","","","33841","33842","","","",""
"210450","426672","family","Striatellaceae","1","131567","2759","33634","2836","33853","33854","","","","426672","210450","","","",""
"38755","426665","family","Thalassionemataceae","1","131567","2759","33634","2836","33853","33854","","","","426665","38755","","","",""
"29202","33847","family","Thalassiosiraceae","1","131567","2759","33634","2836","33836","33846","","","","33847","29202","","","",""
"210587","232508","family","Triceratiaceae","1","131567","2759","33634","2836","589449","","","33837","","232508","210587","","","",""
"265536","265535","genus","Amphiprora","1","131567","2759","33634","2836","33849","33850","","","","38748","265535","265536","","",""
"59796","59795","genus","Amphora","1","131567","2759","33634","2836","33849","33850","","","","216758","59795","59796","","",""
"33639","33856","genus","Asterionellopsis","1","131567","2759","33634","2836","33853","33854","","","","33855","33856","33639","","",""
"1246681","216818","genus","Astrosyne","1","131567","2759","33634","2836","33853","33854","","","","216817","216818","1246681","","",""
"265578","265577","genus","Attheya","1","131567","2759","33634","2836","33836","","","420266","","265576","265577","265578","","",""
"49233","49232","genus","Aulacoseira","1","131567","2759","33634","2836","33836","33840","","","","","49232","49233","","",""
"49237","49236","genus","Chaetoceros","1","131567","2759","33634","2836","33836","","","420266","","265576","49236","49237","","",""
"49242","49241","genus","Corethron","1","131567","2759","33634","2836","33836","","","420268","","420269","49241","49242","","",""
"33641","38747","genus","Coscinodiscus","1","131567","2759","33634","2836","33836","33840","","","","216785","38747","33641","","",""
"216819","216818","genus","Cyclophora","1","131567","2759","33634","2836","33853","33854","","","","216817","216818","216819","","",""
"29203","1365474","genus","Cyclotella","1","131567","2759","33634","2836","33836","33846","","","","33847","1365474","29203","","",""
"2852","33852","genus","Cylindrotheca","1","131567","2759","33634","2836","33849","33850","","","","33851","33852","2852","","",""
"1118494","33845","genus","Dactyliosolen","1","131567","2759","33634","2836","33836","33843","33844","","","","33845","1118494","","",""
"83370","29202","genus","Detonula","1","131567","2759","33634","2836","33836","33846","","","","33847","29202","83370","","",""
"49248","49247","genus","Ditylum","1","131567","2759","33634","2836","589449","","","420270","","420271","49247","49248","","",""
"186042","186041","genus","Entomoneis","1","131567","2759","33634","2836","33849","33850","","","","","186041","186042","","",""
"49251","49250","genus","Eucampia","1","131567","2759","33634","2836","589449","","","33837","","420267","49250","49251","","",""
"265571","49244","genus","Extubocellulus","1","131567","2759","33634","2836","589449","","","420265","","420262","49244","265571","","",""
"186035","33852","genus","Fragilariopsis","1","131567","2759","33634","2836","33849","33850","","","","33851","33852","186035","","",""
"210452","1543679","genus","Grammatophora","1","131567","2759","33634","2836","33853","33854","","","","426672","1543679","210452","","",""
"374046","49247","genus","Helicotheca","1","131567","2759","33634","2836","589449","","","420270","","420271","49247","374046","","",""
"163515","163514","genus","Leptocylindrus","1","131567","2759","33634","2836","33836","","","420266","163513","","163514","163515","","",""
"210597","210596","genus","Licmophora","1","131567","2759","33634","2836","33853","33854","","","","","210596","210597","","",""
"265542","49244","genus","Minutocellus","1","131567","2759","33634","2836","589449","","","420265","","420262","49244","265542","","",""
"5748","425072","genus","Nannochloropsis","1","131567","2759","33634","5747","","","","","","425074","425072","5748","","",""
"2857","33852","genus","Nitzschia","1","131567","2759","33634","2836","33849","33850","","","","33851","33852","2857","","",""
"2838","33839","genus","Odontella","1","131567","2759","33634","2836","589449","","","33837","","33838","33839","2838","","",""
"2849","38749","genus","Phaeodactylum","1","131567","2759","33634","2836","33849","33850","","","","38748","38749","2849","","",""
"216776","33845","genus","Proboscia","1","131567","2759","33634","2836","33836","33843","33844","","","","33845","216776","","",""
"41953","33852","genus","Pseudo-nitzschia","1","131567","2759","33634","2836","33849","33850","","","","33851","33852","41953","","",""
"3004","33845","genus","Rhizosolenia","1","131567","2759","33634","2836","33836","33843","33844","","","","33845","3004","","",""
"2842","33848","genus","Skeletonema","1","131567","2759","33634","2836","33836","33846","","","","33847","33848","2842","","",""
"265583","265582","genus","Stauroneis","1","131567","2759","33634","2836","33849","33850","","","","38748","265582","265583","","",""
"210615","33856","genus","Staurosira","1","131567","2759","33634","2836","33853","33854","","","","33855","33856","210615","","",""
"3006","33842","genus","Stephanopyxis","1","131567","2759","33634","2836","33836","33840","","","","33841","33842","3006","","",""
"210617","210450","genus","Striatella","1","131567","2759","33634","2836","33853","33854","","","","426672","210450","210617","","",""
"186019","33856","genus","Synedropsis","1","131567","2759","33634","2836","33853","33854","","","","33855","33856","186019","","",""
"33648","38755","genus","Thalassionema","1","131567","2759","33634","2836","33853","33854","","","","426665","38755","33648","","",""
"35127","29202","genus","Thalassiosira","1","131567","2759","33634","2836","33836","33846","","","","33847","29202","35127","","",""
"515469","38755","genus","Thalassiothrix","1","131567","2759","33634","2836","33853","33854","","","","426665","38755","515469","","",""
"1003065","210587","genus","Triceratium","1","131567","2759","33634","2836","589449","","","33837","","232508","210587","1003065","","",""
"913972","33852","genus","Tryblionella","1","131567","2759","33634","2836","33849","33850","","","","33851","33852","913972","","",""
"1171708","2842","below_genus","Skeletonema marinoi-dohrnii complex","1","131567","2759","33634","2836","33836","33846","","","","33847","33848","2842","1171708","",""
"1082658","49237","below_genus","unclassified Chaetoceros","1","131567","2759","33634","2836","33836","","","420266","","265576","49236","49237","1082658","",""
"265554","59796","species","Amphora coffeiformis","1","131567","2759","33634","2836","33849","33850","","","","216758","59795","59796","","265554",""
"33640","33639","species","Asterionellopsis glacialis","1","131567","2759","33634","2836","33853","33854","","","","33855","33856","33639","","33640",""
"1158023","1246681","species","Astrosyne radiata","1","131567","2759","33634","2836","33853","33854","","","","216817","216818","1246681","","1158023",""
"420275","265578","species","Attheya septentrionalis","1","131567","2759","33634","2836","33836","","","420266","","265576","265577","265578","","420275",""
"202472","49233","species","Aulacoseira subarctica","1","131567","2759","33634","2836","33836","33840","","","","","49232","49233","","202472",""
"426623","49237","species","Chaetoceros affinis","1","131567","2759","33634","2836","33836","","","420266","","265576","49236","49237","","426623",""
"426625","49237","species","Chaetoceros brevis","1","131567","2759","33634","2836","33836","","","420266","","265576","49236","49237","","426625",""
"230516","49237","species","Chaetoceros curvisetus","1","131567","2759","33634","2836","33836","","","420266","","265576","49236","49237","","230516",""
"122233","49237","species","Chaetoceros debilis","1","131567","2759","33634","2836","33836","","","420266","","265576","49236","49237","","122233",""
"420782","49237","species","Chaetoceros dichaeta","1","131567","2759","33634","2836","33836","","","420266","","265576","49236","49237","","420782",""
"240364","49237","species","Chaetoceros neogracile","1","131567","2759","33634","2836","33836","","","420266","","265576","49236","49237","","240364",""
"947934","1082658","species","Chaetoceros sp. GSL56","1","131567","2759","33634","2836","33836","","","420266","","265576","49236","49237","1082658","947934",""
"216773","49242","species","Corethron hystrix","1","131567","2759","33634","2836","33836","","","420268","","420269","49241","49242","","216773",""
"218684","49242","species","Corethron pennatum","1","131567","2759","33634","2836","33836","","","420268","","420269","49241","49242","","218684",""
"671091","33641","species","Coscinodiscus wailesii","1","131567","2759","33634","2836","33836","33840","","","","216785","38747","33641","","671091",""
"216820","216819","species","Cyclophora tenuis","1","131567","2759","33634","2836","33853","33854","","","","216817","216818","216819","","216820",""
"29205","29203","species","Cyclotella meneghiniana","1","131567","2759","33634","2836","33836","33846","","","","33847","1365474","29203","","29205",""
"2856","2852","species","Cylindrotheca closterium","1","131567","2759","33634","2836","33849","33850","","","","33851","33852","2852","","2856",""
"1118495","1118494","species","Dactyliosolen fragilissimus","1","131567","2759","33634","2836","33836","33843","33844","","","","33845","1118494","","1118495",""
"83371","83370","species","Detonula confervacea","1","131567","2759","33634","2836","33836","33846","","","","33847","29202","83370","","83371",""
"49249","49248","species","Ditylum brightwellii","1","131567","2759","33634","2836","589449","","","420270","","420271","49247","49248","","49249",""
"186043","186042","species","Entomoneis sp.","1","131567","2759","33634","2836","33849","33850","","","","","186041","186042","","186043",""
"49252","49251","species","Eucampia antarctica","1","131567","2759","33634","2836","589449","","","33837","","420267","49250","49251","","49252",""
"265572","265571","species","Extubocellulus spinifer","1","131567","2759","33634","2836","589449","","","420265","","420262","49244","265571","","265572",""
"186039","186035","species","Fragilariopsis cylindrus","1","131567","2759","33634","2836","33849","33850","","","","33851","33852","186035","","186039",""
"186038","186035","species","Fragilariopsis kerguelensis","1","131567","2759","33634","2836","33849","33850","","","","33851","33852","186035","","186038",""
"210454","210452","species","Grammatophora oceanica","1","131567","2759","33634","2836","33853","33854","","","","426672","1543679","210452","","210454",""
"163516","163515","species","Leptocylindrus danicus","1","131567","2759","33634","2836","33836","","","420266","163513","","163514","163515","","163516",""
"515479","210597","species","Licmophora paradoxa","1","131567","2759","33634","2836","33853","33854","","","","","210596","210597","","515479",""
"265543","265542","species","Minutocellus polymorphus","1","131567","2759","33634","2836","589449","","","420265","","420262","49244","265542","","265543",""
"145522","5748","species","Nannochloropsis oceanica","1","131567","2759","33634","5747","","","","","","425074","425072","5748","","145522",""
"2839","2838","species","Odontella sinensis","1","131567","2759","33634","2836","589449","","","33837","","33838","33839","2838","","2839",""
"2850","2849","species","Phaeodactylum tricornutum","1","131567","2759","33634","2836","33849","33850","","","","38748","38749","2849","","2850",""
"216777","216776","species","Proboscia alata","1","131567","2759","33634","2836","33836","33843","33844","","","","33845","216776","","216777",""
"420281","216776","species","Proboscia inermis","1","131567","2759","33634","2836","33836","33843","33844","","","","33845","216776","","420281",""
"697910","41953","species","Pseudo-nitzschia arenysensis","1","131567","2759","33634","2836","33849","33850","","","","33851","33852","41953","","697910",""
"44445","41953","species","Pseudo-nitzschia australis","1","131567","2759","33634","2836","33849","33850","","","","33851","33852","41953","","44445",""
"44447","41953","species","Pseudo-nitzschia delicatissima","1","131567","2759","33634","2836","33849","33850","","","","33851","33852","41953","","44447",""
"183588","41953","species","Pseudo-nitzschia fraudulenta","1","131567","2759","33634","2836","33849","33850","","","","33851","33852","41953","","183588",""
"476440","41953","species","Pseudo-nitzschia granii","1","131567","2759","33634","2836","33849","33850","","","","33851","33852","41953","","476440",""
"476441","41953","species","Pseudo-nitzschia heimii","1","131567","2759","33634","2836","33849","33850","","","","33851","33852","41953","","476441",""
"37319","41953","species","Pseudo-nitzschia multiseries","1","131567","2759","33634","2836","33849","33850","","","","33851","33852","41953","","37319",""
"37318","41953","species","Pseudo-nitzschia pungens","1","131567","2759","33634","2836","33849","33850","","","","33851","33852","41953","","37318",""
"3005","3004","species","Rhizosolenia setigera","1","131567","2759","33634","2836","33836","33843","33844","","","","33845","3004","","3005",""
"2843","2842","species","Skeletonema costatum","1","131567","2759","33634","2836","33836","33846","","","","33847","33848","2842","","2843",""
"267566","1171708","species","Skeletonema dohrnii","1","131567","2759","33634","2836","33836","33846","","","","33847","33848","2842","1171708","267566",""
"267565","2842","species","Skeletonema grethae","1","131567","2759","33634","2836","33836","33846","","","","33847","33848","2842","","267565",""
"267983","2842","species","Skeletonema japonicum","1","131567","2759","33634","2836","33836","33846","","","","33847","33848","2842","","267983",""
"267567","1171708","species","Skeletonema marinoi","1","131567","2759","33634","2836","33836","33846","","","","33847","33848","2842","1171708","267567",""
"216823","2842","species","Skeletonema menzellii","1","131567","2759","33634","2836","33836","33846","","","","33847","33848","2842","","216823",""
"265584","265583","species","Stauroneis constricta","1","131567","2759","33634","2836","33849","33850","","","","38748","265582","265583","","265584",""
"515487","3006","species","Stephanopyxis turris","1","131567","2759","33634","2836","33836","33840","","","","33841","33842","3006","","515487",""
"210618","210617","species","Striatella unipunctata","1","131567","2759","33634","2836","33853","33854","","","","426672","210450","210617","","210618",""
"265551","186019","species","Synedropsis cf. recta","1","131567","2759","33634","2836","33853","33854","","","","33855","33856","186019","","265551",""
"186022","33648","species","Thalassionema frauenfeldii","1","131567","2759","33634","2836","33853","33854","","","","426665","38755","33648","","186022",""
"33649","33648","species","Thalassionema nitzschioides","1","131567","2759","33634","2836","33853","33854","","","","426665","38755","33648","","33649",""
"420261","35127","species","Thalassiosira aff. antarctica","1","131567","2759","33634","2836","33836","33846","","","","33847","29202","35127","","420261",""
"420259","35127","species","Thalassiosira gravida","1","131567","2759","33634","2836","33836","33846","","","","33847","29202","35127","","420259",""
"385413","35127","species","Thalassiosira minuscula","1","131567","2759","33634","2836","33836","33846","","","","33847","29202","35127","","385413",""
"159749","35127","species","Thalassiosira oceanica","1","131567","2759","33634","2836","33836","33846","","","","33847","29202","35127","","159749",""
"35128","35127","species","Thalassiosira pseudonana","1","131567","2759","33634","2836","33836","33846","","","","33847","29202","35127","","35128",""
"265564","35127","species","Thalassiosira punctigera","1","131567","2759","33634","2836","33836","33846","","","","33847","29202","35127","","265564",""
"49265","35127","species","Thalassiosira rotula","1","131567","2759","33634","2836","33836","33846","","","","33847","29202","35127","","49265",""
"67004","35127","species","Thalassiosira weissflogii","1","131567","2759","33634","2836","33836","33846","","","","33847","29202","35127","","67004",""
"1049557","515469","species","Thalassiothrix antarctica","1","131567","2759","33634","2836","33853","33854","","","","426665","38755","515469","","1049557",""
"1003142","1003065","species","Triceratium dubium","1","131567","2759","33634","2836","589449","","","33837","","232508","210587","1003065","","1003142",""
"913974","913972","species","Tryblionella compressa","1","131567","2759","33634","2836","33849","33850","","","","33851","33852","913972","","913974",""
"637379","159749","below_species","Thalassiosira oceanica CCMP1005","1","131567","2759","33634","2836","33836","33846","","","","33847","29202","35127","","159749","637379"
