"tax_id","parent_id","rank","tax_name","root","below_root","superkingdom","below_superkingdom","below_below_superkingdom","kingdom","subkingdom","phylum","below_phylum","below_below_phylum","below_below_below_phylum","below_below_below_below_phylum","below_below_below_below_below_phylum","below_below_below_below_below_below_phylum","below_below_below_below_below_below_below_phylum","below_below_below_below_below_below_below_below_phylum","below_below_below_below_below_below_below_below_below_phylum","below_below_below_below_below_below_below_below_below_below_phylum","subphylum","class","below_class","subclass","below_subclass","order","below_order","suborder","family","below_family","subfamily","tribe","genus","below_genus","species","below_species","varietas"
"2974","2833","order","Vaucheriales","1","131567","2759","33634","569578","","","2833","","","","","","","","","","","","","","","","2974","","","","","","","","","","",""
"483368","35680","below_order","unclassified Pedinellales","1","131567","2759","33634","","","","","","","","","","","","","","","","39119","","","","35680","483368","","","","","","","","","",""
"227332","68889","suborder","Suillineae","1","131567","2759","33154","","4751","451864","5204","","","","","","","","","","","5302","155619","","452333","","68889","","227332","","","","","","","","",""
"238884","33651","family","Cafeteriaceae","1","131567","2759","33634","","","","","","","","","","","","","","","","","","","","33651","","","238884","","","","","","","",""
"658124","658125","family","Chattonellaceae","1","131567","2759","33634","","","","","","","","","","","","","","","","38410","","","","658125","","","658124","","","","","","","",""
"98651","96792","family","Chromulinaceae","1","131567","2759","33634","","","","","","","","","","","","","","","","2825","","","","96792","","","98651","","","","","","","",""
"704141","96792","family","Dinobryaceae","1","131567","2759","33634","","","","","","","","","","","","","","","","2825","","","","96792","","","704141","","","","","","","",""
"4136","4143","family","Lamiaceae","1","131567","2759","","","33090","","35493","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","","","","71274","91888","4143","","","4136","","","","","","","",""
"420617","420622","family","Mallomonadaceae","1","131567","2759","33634","","","","","","","","","","","","","","","","33859","","","","420622","","","420617","","","","","","","",""
"67474","38748","family","Naviculaceae","1","131567","2759","33634","","","","2836","","","","","","","","","","","","33849","33850","","","38748","","","67474","","","","","","","",""
"88165","98652","family","Ochromonadaceae","1","131567","2759","33634","","","","","","","","","","","","","","","","33859","","","","98652","","","88165","","","","","","","",""
"36768","96792","family","Paraphysomonadaceae","1","131567","2759","33634","","","","","","","","","","","","","","","","2825","","","","96792","","","36768","","","","","","","",""
"1004268","1004267","family","Pinguiochrysidaceae","1","131567","2759","33634","","","","157124","","","","","","","","","","","","","","","","1004267","","","1004268","","","","","","","",""
"48595","227332","family","Rhizopogonaceae","1","131567","2759","33154","","4751","451864","5204","","","","","","","","","","","5302","155619","","452333","","68889","","227332","48595","","","","","","","",""
"1649285","45651","family","Sarcinochrysidaceae","1","131567","2759","33634","","","","","","","","","","","","","","","","35675","","","","45651","","","1649285","","","","","","","",""
"33674","35131","family","Thraustochytriaceae","1","131567","2759","33634","","","","","","","","","","","","","","","","35131","","","","","","","33674","","","","","","","",""
"2975","2974","family","Vaucheriaceae","1","131567","2759","33634","569578","","","2833","","","","","","","","","","","","","","","","2974","","","2975","","","","","","","",""
"372997","88165","below_family","unclassified Ochromonadaceae","1","131567","2759","33634","","","","","","","","","","","","","","","","33859","","","","98652","","","88165","372997","","","","","","",""
"216706","4136","subfamily","Nepetoideae","1","131567","2759","","","33090","","35493","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","","","","71274","91888","4143","","","4136","","216706","","","","","",""
"216718","216706","tribe","Mentheae","1","131567","2759","","","33090","","35493","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","","","","71274","91888","4143","","","4136","","216706","216718","","","","",""
"87110","33674","genus","Aplanochytrium","1","131567","2759","33634","","","","","","","","","","","","","","","","35131","","","","","","","33674","","","","87110","","","",""
"420535","33674","genus","Aurantiochytrium","1","131567","2759","33634","","","","","","","","","","","","","","","","35131","","","","","","","33674","","","","420535","","","",""
"44055","54409","genus","Aureococcus","1","131567","2759","33634","","","","","","","","","","","","","","","","35675","","","","54409","","","","","","","44055","","","",""
"44057","54409","genus","Aureoumbra","1","131567","2759","33634","","","","","","","","","","","","","","","","35675","","","","54409","","","","","","","44057","","","",""
"91990","91989","genus","Bolidomonas","1","131567","2759","33634","","","","91989","","","","","","","","","","","","","","","","","","","","","","","91990","","","",""
"33652","238884","genus","Cafeteria","1","131567","2759","33634","","","","","","","","","","","","","","","","","","","","33651","","","238884","","","","33652","","","",""
"44439","658124","genus","Chattonella","1","131567","2759","33634","","","","","","","","","","","","","","","","38410","","","","658125","","","658124","","","","44439","","","",""
"2997","98651","genus","Chromulina","1","131567","2759","33634","","","","","","","","","","","","","","","","2825","","","","96792","","","98651","","","","2997","","","",""
"284809","1649285","genus","Chrysocystis","1","131567","2759","33634","","","","","","","","","","","","","","","","35675","","","","45651","","","1649285","","","","284809","","","",""
"1104430","1649285","genus","Chrysoreinhardia","1","131567","2759","33634","","","","","","","","","","","","","","","","35675","","","","45651","","","1649285","","","","1104430","","","",""
"1486916","67474","genus","Craspedostauros","1","131567","2759","33634","","","","2836","","","","","","","","","","","","33849","33850","","","38748","","","67474","","","","1486916","","","",""
"35686","35685","genus","Dictyocha","1","131567","2759","33634","","","","","","","","","","","","","","","","39119","","","","35685","","","","","","","35686","","","",""
"98059","704141","genus","Dinobryon","1","131567","2759","33634","","","","","","","","","","","","","","","","2825","","","","96792","","","704141","","","","98059","","","",""
"94616","658124","genus","Fibrocapsa","1","131567","2759","33634","","","","","","","","","","","","","","","","38410","","","","658125","","","658124","","","","94616","","","",""
"236786","590977","genus","Florenciella","1","131567","2759","33634","","","","","","","","","","","","","","","","39119","","","","590977","","","","","","","236786","","","",""
"2828","658124","genus","Heterosigma","1","131567","2759","33634","","","","","","","","","","","","","","","","38410","","","","658125","","","658124","","","","2828","","","",""
"2988","420617","genus","Mallomonas","1","131567","2759","33634","","","","","","","","","","","","","","","","33859","","","","420622","","","420617","","","","2988","","","",""
"2985","98651","genus","Ochromonas","1","131567","2759","33634","","","","","","","","","","","","","","","","2825","","","","96792","","","98651","","","","2985","","","",""
"36769","36768","genus","Paraphysomonas","1","131567","2759","33634","","","","","","","","","","","","","","","","2825","","","","96792","","","36768","","","","36769","","","",""
"35678","54409","genus","Pelagococcus","1","131567","2759","33634","","","","","","","","","","","","","","","","35675","","","","54409","","","","","","","35678","","","",""
"35676","54409","genus","Pelagomonas","1","131567","2759","33634","","","","","","","","","","","","","","","","35675","","","","54409","","","","","","","35676","","","",""
"39175","216718","genus","Perovskia","1","131567","2759","","","33090","","35493","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","","","","71274","91888","4143","","","4136","","216706","216718","39175","","","",""
"124429","1004268","genus","Phaeomonas","1","131567","2759","33634","","","","157124","","","","","","","","","","","","","","","","1004267","","","1004268","","","","124429","","","",""
"4783","4776","genus","Phytophthora","1","131567","2759","33634","","","","","","","","","","","","","","","","4762","","","","4776","","","","","","","4783","","","",""
"172670","1004268","genus","Pinguiococcus","1","131567","2759","33634","","","","157124","","","","","","","","","","","","","","","","1004267","","","1004268","","","","172670","","","",""
"35683","35680","genus","Pseudopedinella","1","131567","2759","33634","","","","","","","","","","","","","","","","39119","","","","35680","","","","","","","35683","","","",""
"35673","590978","genus","Rhizochromulina","1","131567","2759","33634","","","","","","","","","","","","","","","","39119","","","","590978","","","","","","","35673","","","",""
"5375","48595","genus","Rhizopogon","1","131567","2759","33154","","4751","451864","5204","","","","","","","","","","","5302","155619","","452333","","68889","","227332","48595","","","","5375","","","",""
"54406","1649285","genus","Sarcinochrysis","1","131567","2759","33634","","","","","","","","","","","","","","","","35675","","","","45651","","","1649285","","","","54406","","","",""
"4772","33674","genus","Schizochytrium","1","131567","2759","33634","","","","","","","","","","","","","","","","35131","","","","","","","33674","","","","4772","","","",""
"89043","98651","genus","Spumella","1","131567","2759","33634","","","","","","","","","","","","","","","","2825","","","","96792","","","98651","","","","89043","","","",""
"1181712","557229","genus","Synchroma","1","131567","2759","33634","","","","","","","","","","","","","","","","557229","","","","","","","","","","","1181712","","","",""
"4774","33674","genus","Thraustochytrium","1","131567","2759","33634","","","","","","","","","","","","","","","","35131","","","","","","","33674","","","","4774","","","",""
"2976","2975","genus","Vaucheria","1","131567","2759","33634","569578","","","2833","","","","","","","","","","","","","","","","2974","","","2975","","","","2976","","","",""
"1299920","4774","below_genus","unclassified Thraustochytrium","1","131567","2759","33634","","","","","","","","","","","","","","","","35131","","","","","","","33674","","","","4774","1299920","","",""
"87111","87110","species","Aplanochytrium kerguelense","1","131567","2759","33634","","","","","","","","","","","","","","","","35131","","","","","","","33674","","","","87110","","87111","",""
"627963","87110","species","Aplanochytrium sp. PBS07","1","131567","2759","33634","","","","","","","","","","","","","","","","35131","","","","","","","33674","","","","87110","","627963","",""
"215587","87110","species","Aplanochytrium stocchinoi","1","131567","2759","33634","","","","","","","","","","","","","","","","35131","","","","","","","33674","","","","87110","","215587","",""
"87102","420535","species","Aurantiochytrium limacinum","1","131567","2759","33634","","","","","","","","","","","","","","","","35131","","","","","","","33674","","","","420535","","87102","",""
"44056","44055","species","Aureococcus anophagefferens","1","131567","2759","33634","","","","","","","","","","","","","","","","35675","","","","54409","","","","","","","44055","","44056","",""
"44058","44057","species","Aureoumbra lagunensis","1","131567","2759","33634","","","","","","","","","","","","","","","","35675","","","","54409","","","","","","","44057","","44058","",""
"91992","91990","species","Bolidomonas pacifica","1","131567","2759","33634","","","","91989","","","","","","","","","","","","","","","","","","","","","","","91990","","91992","",""
"33653","33652","species","Cafeteria roenbergensis","1","131567","2759","33634","","","","","","","","","","","","","","","","","","","","33651","","","238884","","","","33652","","33653","",""
